,Longitude,Latitude,Crime,ethnicity,Legislation_simplified,Gender,Age range
444,0.053575,51.489498,0,Not stated,Drugs,Male,10-17
445,-0.259561,51.607957,0,Black,Drugs,Male,25-34
446,-0.099524,51.374276,1,White,Criminal Evidence Act,Male,25-34
447,-0.228677,51.546887,0,Mixed,Public Order Act,Male,18-24
448,,,1,White,Drugs,Male,25-34
449,-0.194526,51.41995,0,Mixed,Drugs,Male,25-34
450,-0.126705,51.461259,0,White,Drugs,Male,Not stated
451,-0.242925,51.541679,0,Asian,Drugs,Male,18-24
452,0.154794,51.584022,0,Not stated,Criminal Evidence Act,Male,25-34
453,-0.242925,51.541679,0,Black,Drugs,Male,18-24
454,,,0,Not stated,Drugs,Male,18-24
455,-0.024407,51.436306,0,Black,Criminal Evidence Act,Male,18-24
456,-0.112107,51.388346,0,White,Criminal Evidence Act,Male,25-34
457,-0.112521,51.608113,1,White,Drugs,Male,25-34
458,-0.263411,51.597143,1,Black,Drugs,Male,25-34
459,,,0,Black,Drugs,Male,Not stated
460,-0.00988,51.458363,0,Not stated,Drugs,Not stated,Not stated
461,-0.00988,51.458363,0,Black,Drugs,Male,25-34
462,-0.331334,51.561539,0,Not stated,Drugs,Male,18-24
463,-0.241258,51.512348,0,Black,Criminal Evidence Act,Male,10-17
464,-0.088035,51.425176,0,Not stated,Criminal Evidence Act,Male,10-17
465,-0.017633,51.444879,0,Black,Drugs,Male,18-24
466,0.220737,51.571956,0,Not stated,Criminal Evidence Act,Male,10-17
467,-0.017633,51.444879,0,Black,Drugs,Male,10-17
468,-0.239575,51.510038,0,Not stated,Criminal Evidence Act,Male,10-17
469,0.000525,51.419445,0,Asian,Drugs,Male,18-24
470,-0.030964,51.613167,0,Black,Criminal Evidence Act,Male,10-17
471,0.000525,51.419445,1,Asian,Drugs,Male,25-34
472,-0.121979,51.445239,0,White,Criminal Evidence Act,Male,25-34
473,,,1,White,Drugs,Male,25-34
474,-0.26643,51.600901,0,Not stated,Criminal Evidence Act,Male,10-17
475,-0.203835,51.420956,0,Asian,Criminal Evidence Act,Male,25-34
476,-0.055415,51.546949,1,White,Drugs,Male,25-34
477,,,0,Black,Criminal Evidence Act,Male,18-24
478,-0.105672,51.531836,1,Not stated,Criminal Evidence Act,Male,18-24
479,-0.061033,51.430326,0,Not stated,Criminal Evidence Act,Male,18-24
480,0.048828,51.537504,0,Asian,Criminal Evidence Act,Male,18-24
481,-0.061033,51.430326,0,Not stated,Criminal Evidence Act,Male,18-24
482,-0.111031,51.47027,0,Not stated,Drugs,Male,over 34
483,0.048828,51.537504,0,Asian,Criminal Evidence Act,Male,18-24
484,-0.234045,51.601192,1,White,Public Order Act,Male,25-34
485,-0.036187,51.612948,0,Black,Criminal Evidence Act,Male,18-24
486,,,0,White,Drugs,Female,25-34
487,-0.030964,51.613167,0,Black,Criminal Evidence Act,Male,10-17
488,0.021794,51.595813,0,Not stated,Criminal Evidence Act,Male,Not stated
489,,,1,White,Drugs,Male,18-24
490,-0.131852,51.511816,0,Not stated,Drugs,Male,Not stated
491,-0.131852,51.511816,0,Not stated,Drugs,Male,Not stated
492,-0.131852,51.511816,0,Not stated,Drugs,Male,Not stated
493,-0.113107,51.455196,0,Not stated,Criminal Evidence Act,Male,10-17
494,0.086084,51.489437,0,White,Drugs,Male,over 34
495,-0.088035,51.425176,0,Black,Criminal Evidence Act,Female,10-17
496,-0.116725,51.454372,0,Black,Criminal Evidence Act,Male,10-17
497,-0.115779,51.45183,0,Black,Criminal Evidence Act,Male,10-17
498,-0.131852,51.511816,1,White,Drugs,Male,18-24
499,0.086084,51.489437,0,Not stated,Drugs,Male,over 34
500,0.016074,51.418486,1,White,Criminal Evidence Act,Female,over 34
501,-0.142735,51.506818,1,Black,Drugs,Male,18-24
502,-0.131179,51.509962,0,Mixed,Drugs,Male,18-24
503,-0.131179,51.509962,0,Black,Drugs,Male,18-24
504,-0.131179,51.509962,0,Black,Drugs,Male,18-24
505,-0.123439,51.47983,0,Black,Drugs,Male,Not stated
506,-0.063617,51.58916,1,Black,Criminal Evidence Act,Male,18-24
507,-0.131179,51.509962,1,Not stated,Drugs,Male,18-24
508,-0.155435,51.419224,0,Not stated,Drugs,Female,25-34
509,-0.211765,51.467992,1,White,Drugs,Male,18-24
510,,,0,Not stated,Drugs,Male,Not stated
511,-0.120671,51.470434,0,Black,Drugs,Male,Not stated
512,-0.147839,51.492529,0,White,Drugs,Male,10-17
513,-0.191578,51.516808,1,Black,Drugs,Male,25-34
514,0.0688,51.412756,0,White,Drugs,Male,18-24
515,-0.151634,51.493443,0,White,Drugs,Male,10-17
516,0.0688,51.412756,0,White,Drugs,Male,18-24
517,0.0688,51.412756,0,White,Drugs,Male,18-24
518,0.0688,51.412756,0,White,Drugs,Male,10-17
519,-0.151806,51.445722,1,Not stated,Drugs,Male,25-34
520,0.075526,51.429166,0,Not stated,Drugs,Not stated,Not stated
521,0.0688,51.412756,0,White,Drugs,Male,18-24
522,-0.211765,51.467992,1,White,Drugs,Male,18-24
523,-0.005638,51.628791,0,White,Criminal Evidence Act,Male,25-34
524,-0.388703,51.535993,0,Black,Drugs,Male,10-17
525,-0.067072,51.610826,0,Not stated,Drugs,Male,over 34
526,-0.068402,51.594464,0,Black,Criminal Evidence Act,Male,10-17
527,-0.132639,51.510893,1,Black,Drugs,Male,18-24
528,0.121119,51.494753,1,Black,Drugs,Male,10-17
529,-0.132639,51.510893,0,Not stated,Drugs,Male,Not stated
530,,,0,Not stated,Criminal Evidence Act,Male,Not stated
531,-0.132639,51.510893,0,Not stated,Drugs,Male,18-24
532,-0.065057,51.611674,0,Not stated,Criminal Evidence Act,Male,25-34
533,-0.054509,51.608398,0,Not stated,Drugs,Male,18-24
534,-0.111031,51.47027,0,Not stated,Drugs,Male,25-34
535,,,0,Not stated,Criminal Evidence Act,Male,25-34
536,0.092002,51.562659,0,Black,Drugs,Male,18-24
537,-0.168285,51.37154,1,White,Drugs,Male,18-24
538,0.178385,51.580187,0,White,Criminal Evidence Act,Male,18-24
539,-0.063773,51.49207,0,White,Drugs,Male,18-24
540,-0.130552,51.463658,1,Black,Criminal Evidence Act,Male,over 34
541,,,0,Black,Drugs,Male,25-34
542,-0.132639,51.510893,1,Black,Drugs,Male,18-24
543,,,0,Black,Drugs,Male,18-24
544,-0.072178,51.583366,1,Other,Criminal Evidence Act,Male,Not stated
545,0.162268,51.590045,0,White,Criminal Evidence Act,Male,Not stated
546,0.162268,51.590045,0,Black,Criminal Evidence Act,Male,Not stated
547,0.162268,51.590045,0,Black,Criminal Evidence Act,Male,Not stated
548,-0.09793,51.469887,0,Not stated,Criminal Evidence Act,Male,10-17
549,-0.185958,51.495733,0,White,Drugs,Male,Not stated
550,0.010577,51.562167,0,White,Drugs,Male,18-24
551,,,1,White,Criminal Evidence Act,Male,over 34
552,0.00882,51.585146,0,Not stated,Drugs,Male,25-34
553,-0.415346,51.506592,0,Black,Drugs,Male,25-34
554,-0.255016,51.60521,0,White,Criminal Evidence Act,Male,18-24
555,-0.152615,51.375709,1,White,Drugs,Male,over 34
556,,,0,Black,Drugs,Female,18-24
557,-0.152615,51.375709,0,White,Drugs,Male,25-34
558,-0.062908,51.381563,0,Asian,Public Order Act,Male,18-24
559,-0.062908,51.381563,0,Asian,Public Order Act,Male,18-24
560,-0.022078,51.447256,0,Not stated,Drugs,Male,10-17
561,-0.022078,51.447256,0,Other,Drugs,Male,18-24
562,-0.022078,51.447256,0,Other,Drugs,Male,18-24
563,-0.150842,51.466003,0,Not stated,Drugs,Male,25-34
564,-0.377991,51.514075,0,Not stated,Criminal Evidence Act,Male,Not stated
565,-0.120746,51.367622,0,Black,Drugs,Male,over 34
566,,,1,Asian,Drugs,Male,18-24
567,-0.307747,51.458814,0,Not stated,Criminal Evidence Act,Male,10-17
568,-0.306072,51.45897,0,Not stated,Criminal Evidence Act,Male,Not stated
569,0.178947,51.578657,0,White,Criminal Evidence Act,Male,Not stated
570,-0.197282,51.364868,1,Black,Drugs,Female,Not stated
571,,,0,Not stated,Drugs,Male,Not stated
572,-0.173248,51.372121,1,Not stated,Drugs,Male,18-24
573,-0.173248,51.372121,0,Not stated,Drugs,Male,18-24
574,0.178947,51.578657,0,White,Criminal Evidence Act,Male,Not stated
575,-0.307747,51.458814,0,White,Criminal Evidence Act,Male,18-24
576,0.118642,51.527082,1,Not stated,Drugs,Male,10-17
577,-0.307747,51.458814,0,White,Criminal Evidence Act,Male,18-24
578,-0.088227,51.506338,0,Black,Criminal Evidence Act,Male,10-17
579,,,0,Black,Drugs,Male,18-24
580,-0.030748,51.367789,0,Not stated,Public Order Act,Male,Not stated
581,0.114853,51.390755,0,White,Drugs,Female,10-17
582,-0.334239,51.57719,0,Not stated,Criminal Evidence Act,Male,18-24
583,-0.196449,51.643324,1,Not stated,Drugs,Male,18-24
584,-0.073327,51.500195,0,Black,Criminal Evidence Act,Male,18-24
585,0.114853,51.390755,0,White,Drugs,Female,10-17
586,0.114853,51.390755,0,White,Drugs,Male,10-17
587,-0.209239,51.526242,0,Not stated,Drugs,Male,Not stated
588,-0.34796,51.470538,0,Not stated,Drugs,Male,18-24
589,-0.209239,51.526242,0,Not stated,Drugs,Male,Not stated
590,,,1,Not stated,Drugs,Not stated,Not stated
591,0.010769,51.558656,1,Black,Drugs,Male,over 34
592,-0.334239,51.57719,1,White,Criminal Evidence Act,Male,18-24
593,-0.018961,51.589944,1,Asian,Drugs,Male,18-24
594,-0.226837,51.555636,0,White,Criminal Evidence Act,Male,over 34
595,-0.333505,51.579491,1,Not stated,Criminal Evidence Act,Male,18-24
596,0.114853,51.390755,0,White,Drugs,Male,10-17
597,-0.067072,51.610826,0,Mixed,Drugs,Male,25-34
598,-0.17134,51.514687,0,White,Drugs,Male,25-34
599,-0.067072,51.610826,1,White,Drugs,Male,25-34
600,-0.061024,51.610744,0,Not stated,Criminal Evidence Act,Male,18-24
601,-0.067072,51.610826,0,Not stated,Drugs,Female,over 34
602,-0.065057,51.611674,0,Not stated,Drugs,Female,25-34
603,-0.026102,51.369249,0,Not stated,Public Order Act,Male,25-34
604,-0.028247,51.368826,0,Black,Public Order Act,Male,18-24
605,-0.361644,51.585228,0,Not stated,Drugs,Male,18-24
606,-0.077825,51.527507,0,Black,Drugs,Male,25-34
607,-0.093576,51.473476,0,Black,Drugs,Male,25-34
608,-0.42235,51.530758,0,White,Criminal Evidence Act,Male,18-24
609,-0.361644,51.585228,0,Not stated,Drugs,Male,18-24
610,-0.411421,51.534118,1,White,Drugs,Male,18-24
611,-0.090539,51.474128,0,White,Drugs,Male,25-34
612,-0.331796,51.583198,0,Not stated,Drugs,Male,10-17
613,-0.361644,51.585228,0,Asian,Drugs,Male,18-24
614,-0.121155,51.587533,1,Other,Drugs,Male,18-24
615,-0.408598,51.423133,1,Asian,Drugs,Male,25-34
616,,,1,White,Drugs,Male,18-24
617,-0.44149,51.531365,1,White,Criminal Evidence Act,Male,25-34
618,,,1,Other,Drugs,Male,over 34
619,-0.14227,51.569219,1,White,Drugs,Female,over 34
620,-0.408598,51.423133,0,Not stated,Drugs,Female,25-34
621,-0.408598,51.423133,0,Not stated,Drugs,Female,25-34
622,,,0,Black,Drugs,Male,Not stated
623,-0.12433,51.445097,1,White,Drugs,Male,Not stated
624,,,0,Asian,Drugs,Male,18-24
625,-0.177766,51.482602,1,Not stated,Drugs,Male,25-34
626,,,0,Black,Criminal Evidence Act,Male,25-34
627,,,1,Black,Drugs,Male,18-24
628,0.034419,51.534841,0,Black,Criminal Evidence Act,Male,Not stated
629,-0.087689,51.484774,0,Black,Drugs,Male,18-24
630,-0.105172,51.498727,0,Black,Criminal Evidence Act,Male,over 34
631,0.034419,51.534841,0,Asian,Criminal Evidence Act,Male,10-17
632,0.034419,51.534841,0,Asian,Drugs,Male,Not stated
633,0.141421,51.554114,0,Black,Criminal Evidence Act,Male,25-34
634,-0.312963,51.477809,0,Black,Drugs,Male,18-24
635,0.06522,51.509069,0,Asian,Criminal Evidence Act,Male,25-34
636,-0.42235,51.530758,0,White,Criminal Evidence Act,Female,Not stated
637,0.06522,51.509069,0,Asian,Criminal Evidence Act,Male,18-24
638,0.129517,51.542631,0,Other,Criminal Evidence Act,Male,Not stated
639,0.039266,51.510692,0,Black,Criminal Evidence Act,Male,Not stated
640,-0.197092,51.491777,0,Asian,Drugs,Male,18-24
641,-0.12245,51.472351,0,Black,Drugs,Male,25-34
642,0.058895,51.520295,1,Mixed,Drugs,Female,18-24
643,-0.0664,51.601481,0,Black,Drugs,Male,18-24
644,-0.0664,51.601481,0,Black,Drugs,Male,18-24
645,-0.193414,51.365689,1,Black,Drugs,Male,25-34
646,-0.248424,51.41075,1,Not stated,Drugs,Male,25-34
647,-0.45186,51.530387,0,White,Criminal Evidence Act,Male,25-34
648,-0.072178,51.583366,1,Other,Criminal Evidence Act,Male,25-34
649,-0.248187,51.53799,0,Asian,Drugs,Male,over 34
650,-0.150842,51.466003,1,White,Criminal Evidence Act,Male,25-34
651,-0.016067,51.603348,0,Not stated,Criminal Evidence Act,Not stated,Not stated
652,-0.092817,51.547203,0,White,Criminal Evidence Act,Male,Not stated
653,-0.435275,51.520042,1,White,Criminal Evidence Act,Male,10-17
654,-0.06725,51.60868,1,Black,Criminal Evidence Act,Male,25-34
655,-0.208493,51.411091,1,Asian,Criminal Evidence Act,Male,over 34
656,,,1,White,Criminal Evidence Act,Male,10-17
657,,,0,Asian,Drugs,Male,25-34
658,,,0,White,Drugs,Male,18-24
659,-0.145107,51.515111,0,Other,Criminal Evidence Act,Male,18-24
660,-0.071404,51.498311,0,Black,Drugs,Male,25-34
661,-0.119124,51.461137,0,Black,Drugs,Male,over 34
662,-0.122492,51.39131,0,Black,Criminal Evidence Act,Female,over 34
663,-0.046038,51.544976,1,White,Criminal Evidence Act,Male,over 34
664,-0.051846,51.366568,1,White,Drugs,Male,over 34
665,-0.366769,51.472016,0,White,Drugs,Male,over 34
666,0.033084,51.533353,0,White,Drugs,Female,25-34
667,0.030731,51.533295,0,White,Drugs,Female,18-24
668,-0.22703,51.582939,0,Other,Criminal Evidence Act,Male,over 34
669,-0.144161,51.514619,0,White,Drugs,Male,25-34
670,-0.264696,51.496313,1,White,Drugs,Male,10-17
671,-0.193353,51.601561,1,White,Criminal Evidence Act,Male,18-24
672,-0.110917,51.560454,0,Not stated,Drugs,Not stated,Not stated
673,-0.207076,51.492838,0,Black,Drugs,Male,over 34
674,-0.130121,51.556193,0,Black,Criminal Evidence Act,Male,25-34
675,-0.027223,51.474798,0,Asian,Drugs,Male,25-34
676,,,0,White,Drugs,Female,25-34
677,-0.04522,51.482941,0,Asian,Drugs,Male,25-34
678,,,0,Other,Criminal Evidence Act,Male,25-34
679,-0.220426,51.575385,0,Not stated,Criminal Evidence Act,Male,over 34
680,-0.220426,51.575385,1,Asian,Criminal Evidence Act,Male,over 34
681,-0.115528,51.525332,0,White,Drugs,Male,over 34
682,0.043767,51.533338,0,White,Drugs,Male,Not stated
683,,,0,Black,Drugs,Male,18-24
684,-0.114166,51.464763,1,Not stated,Drugs,Male,Not stated
685,,,1,White,Drugs,Male,25-34
686,-0.073938,51.520564,0,Black,Drugs,Male,over 34
687,0.005527,51.550689,1,Black,Drugs,Male,over 34
688,-0.268183,51.601125,1,Not stated,Drugs,Male,25-34
689,,,0,White,Drugs,Male,Not stated
690,-0.209537,51.655223,0,Not stated,Drugs,Male,25-34
691,0.041474,51.548477,1,Asian,Criminal Evidence Act,Male,18-24
692,0.102886,51.423786,0,White,Drugs,Female,25-34
693,-0.226639,51.566307,1,Not stated,Drugs,Male,25-34
694,0.015708,51.473582,0,Black,Drugs,Male,25-34
695,0.102886,51.423786,1,White,Drugs,Male,over 34
696,-0.014431,51.611728,0,Black,Drugs,Male,18-24
697,-0.01948,51.457077,1,White,Drugs,Male,25-34
698,-0.01948,51.457077,1,White,Drugs,Male,over 34
699,0.199473,51.548805,0,White,Drugs,Male,10-17
700,,,0,Black,Drugs,Male,18-24
701,0.199473,51.548805,0,White,Drugs,Male,10-17
702,-0.308139,51.403417,0,Asian,Drugs,Male,18-24
703,0.199473,51.548805,0,White,Drugs,Male,10-17
704,-0.105892,51.422589,0,White,Drugs,Male,10-17
705,-0.105892,51.422589,0,Black,Drugs,Male,18-24
706,-0.148346,51.548245,1,Black,Drugs,Male,over 34
707,-0.148346,51.548245,0,White,Drugs,Female,25-34
708,,,0,White,Drugs,Male,over 34
709,-0.113486,51.423988,0,White,Drugs,Female,18-24
710,-0.113486,51.423988,0,White,Drugs,Female,18-24
711,0.199473,51.548805,0,White,Criminal Evidence Act,Male,10-17
712,-0.113486,51.423988,0,Black,Drugs,Male,18-24
713,0.026127,51.543923,0,Not stated,Drugs,Male,over 34
714,,,0,Black,Criminal Evidence Act,Male,Not stated
715,-0.12433,51.445097,0,Not stated,Drugs,Male,18-24
716,-0.291157,51.408512,0,Asian,Drugs,Male,over 34
717,-0.05038,51.552396,0,Not stated,Criminal Evidence Act,Male,Not stated
718,0.241642,51.552179,0,White,Criminal Evidence Act,Male,10-17
719,0.162996,51.599285,0,White,Drugs,Male,18-24
720,0.112359,51.497852,0,Not stated,Drugs,Male,18-24
721,0.049128,51.548038,0,White,Drugs,Male,25-34
722,-0.129051,51.423968,0,Black,Criminal Evidence Act,Male,Not stated
723,-0.129051,51.423968,0,Black,Criminal Evidence Act,Male,18-24
724,-0.239038,51.576637,1,Asian,Drugs,Male,25-34
725,-0.207076,51.492838,0,Mixed,Drugs,Male,10-17
726,0.031574,51.47999,1,Black,Drugs,Male,25-34
727,-0.207076,51.492838,1,White,Drugs,Male,10-17
728,-0.056696,51.51992,0,Asian,Firearms,Male,25-34
729,-0.127201,51.418201,0,Black,Drugs,Male,18-24
730,-0.129051,51.423968,0,Not stated,Criminal Evidence Act,Male,18-24
731,-0.129051,51.423968,0,Black,Criminal Evidence Act,Male,18-24
732,-0.129051,51.423968,0,Black,Criminal Evidence Act,Male,18-24
733,-0.241576,51.532927,1,Asian,Drugs,Male,25-34
734,-0.070437,51.51539,1,Not stated,Criminal Evidence Act,Male,18-24
735,0.055697,51.522249,0,White,Drugs,Male,25-34
736,-0.110161,51.443224,1,Not stated,Drugs,Male,18-24
737,0.148862,51.542422,0,Asian,Criminal Evidence Act,Male,Not stated
738,-0.19506,51.437431,1,White,Drugs,Male,18-24
739,-0.371288,51.536733,0,Not stated,Drugs,Male,18-24
740,0.005229,51.469076,0,White,Drugs,Female,10-17
741,0.0077,51.467964,0,White,Drugs,Male,10-17
742,0.0077,51.467964,0,White,Drugs,Male,Not stated
743,,,0,White,Drugs,Male,Not stated
744,0.005229,51.469076,0,Not stated,Drugs,Female,10-17
745,0.175067,51.573891,0,White,Drugs,Male,Not stated
746,,,0,Mixed,Drugs,Male,25-34
747,-0.190716,51.512361,0,White,Criminal Evidence Act,Male,18-24
748,-0.292691,51.404012,1,Asian,Drugs,Male,over 34
749,-0.223618,51.481975,0,Not stated,Drugs,Male,18-24
750,0.056019,51.489384,0,Not stated,Drugs,Male,Not stated
751,-0.193865,51.47938,0,Not stated,Drugs,Female,over 34
752,0.056019,51.489384,0,White,Drugs,Male,18-24
753,-0.223618,51.481975,1,Black,Drugs,Male,18-24
754,,,0,Not stated,Criminal Evidence Act,Female,Not stated
755,-0.141814,51.530859,0,Not stated,Drugs,Male,18-24
756,-0.131918,51.495424,0,White,Drugs,Male,over 34
757,0.056019,51.489384,0,Mixed,Drugs,Male,18-24
758,0.056019,51.489384,0,White,Drugs,Male,10-17
759,,,0,White,Drugs,Male,over 34
760,0.005229,51.469076,0,Not stated,Drugs,Male,10-17
761,,,0,White,Drugs,Male,over 34
762,-0.116041,51.558999,0,White,Drugs,Male,25-34
763,-0.141814,51.530859,0,Not stated,Drugs,Male,18-24
764,-0.116041,51.558999,0,White,Drugs,Male,over 34
765,-0.116041,51.558999,0,Black,Drugs,Male,over 34
766,-0.292444,51.546744,0,Not stated,Drugs,Male,Not stated
767,-0.130819,51.495874,0,White,Criminal Evidence Act,Male,10-17
768,-0.109701,51.524707,1,White,Criminal Evidence Act,Male,10-17
769,,,1,Mixed,Drugs,Male,over 34
770,,,0,Asian,Criminal Evidence Act,Female,Not stated
771,,,0,Asian,Criminal Evidence Act,Female,18-24
772,-0.119264,51.536129,1,White,Drugs,Male,over 34
773,0.19417,51.566899,0,White,Criminal Evidence Act,Male,18-24
774,-0.009573,51.547097,0,Black,Criminal Evidence Act,Male,10-17
775,,,0,Asian,Criminal Evidence Act,Female,Not stated
776,,,0,Mixed,Criminal Evidence Act,Male,10-17
777,,,0,Mixed,Drugs,Male,25-34
778,-0.165014,51.515739,0,Other,Criminal Evidence Act,Male,25-34
779,0.069436,51.553113,0,Not stated,Criminal Evidence Act,Female,over 34
780,0.038707,51.536583,0,White,Drugs,Female,over 34
781,-0.108583,51.59653,0,Mixed,Drugs,Male,18-24
782,-0.193975,51.515226,0,Black,Criminal Evidence Act,Male,Not stated
783,,,0,Black,Drugs,Male,18-24
784,-0.40712,51.446601,0,Not stated,Criminal Evidence Act,Male,10-17
785,-0.074791,51.554669,1,Black,Drugs,Male,25-34
786,,,0,Asian,Criminal Evidence Act,Not stated,over 34
787,0.19417,51.566899,0,White,Criminal Evidence Act,Male,10-17
788,-0.184357,51.512461,1,Mixed,Drugs,Male,18-24
789,-0.085855,51.651852,0,Not stated,Criminal Evidence Act,Male,over 34
790,-0.211765,51.467992,0,White,Drugs,Male,over 34
791,0.148334,51.450633,0,White,Drugs,Male,18-24
792,0.205617,51.561612,0,White,Drugs,Male,10-17
793,-0.291874,51.560809,0,Asian,Drugs,Male,18-24
794,0.044643,51.550634,0,White,Drugs,Male,over 34
795,-0.19722,51.361701,0,Asian,Criminal Evidence Act,Female,Not stated
796,,,0,Asian,Drugs,Male,Not stated
797,-0.291874,51.560809,0,Black,Drugs,Male,18-24
798,-0.179228,51.360083,1,White,Drugs,Male,18-24
799,0.205617,51.561612,0,Not stated,Drugs,Male,Not stated
800,-0.404504,51.513801,1,Not stated,Drugs,Male,25-34
801,-0.081686,51.636578,0,Black,Drugs,Male,18-24
802,-0.077825,51.527507,0,Asian,Drugs,Male,18-24
803,-0.012027,51.568874,1,Not stated,Drugs,Male,18-24
804,-0.118963,51.500747,0,Not stated,Criminal Evidence Act,Male,over 34
805,-0.100411,51.505457,0,Not stated,Criminal Evidence Act,Male,10-17
806,-0.077825,51.527507,0,Asian,Drugs,Male,18-24
807,-0.050786,51.508797,0,Not stated,Criminal Evidence Act,Male,Not stated
808,-0.058694,51.515313,0,Asian,Drugs,Male,over 34
809,-0.058694,51.515313,1,Asian,Drugs,Male,25-34
810,-0.203979,51.546341,0,Black,Drugs,Male,over 34
811,,,0,Black,Criminal Evidence Act,Male,10-17
812,,,0,White,Drugs,Male,25-34
813,0.038707,51.536583,0,White,Drugs,Male,over 34
814,-0.301696,51.514794,0,White,Criminal Evidence Act,Male,25-34
815,,,0,White,Criminal Evidence Act,Male,over 34
816,0.092518,51.486184,0,White,Drugs,Male,25-34
817,-0.103271,51.503219,0,White,Drugs,Male,25-34
818,-0.095962,51.493973,0,White,Drugs,Male,18-24
819,-0.148068,51.512118,0,Black,Criminal Evidence Act,Male,Not stated
820,-0.36615,51.543702,1,Not stated,Drugs,Male,18-24
821,-0.016173,51.342363,0,White,Drugs,Male,18-24
822,-0.103542,51.493215,0,Black,Criminal Evidence Act,Male,18-24
823,-0.103542,51.493215,0,Mixed,Criminal Evidence Act,Male,18-24
824,-0.167901,51.424708,0,White,Drugs,Male,over 34
825,-0.167901,51.424708,0,White,Drugs,Female,25-34
826,,,0,Mixed,Drugs,Male,18-24
827,-0.292444,51.546744,0,Asian,Drugs,Male,18-24
